id,id_users,id_restourant,rating
231,3782,46430,10.0
232,3776,46430,10.0
233,3766,46430,10.0
234,5268,48142,10.0
235,5236,48142,10.0
236,4778,38661,10.0
237,4716,38661,7.0
238,4242,38661,8.7
239,4225,38661,7.5
240,3303,38661,8.0
241,2695,38661,10.0
242,778,38661,9.3
243,709,38661,10.0
244,543,38661,10.0
245,634,38661,10.0
246,663,38661,10.0
247,662,38661,9.7
248,652,38661,10.0
249,389,38661,10.0
250,636,38661,9.7
251,499,38661,10.0
252,555,38661,10.0
253,420,38661,10.0
254,538,38661,9.3
255,447,38661,8.0
256,446,38661,10.0
257,5497,43082,10.0
258,4550,43082,10.0
259,4510,43082,9.3
260,4218,43082,6.0
261,4166,43082,10.0
262,4163,43082,9.0
263,4162,43082,10.0
264,4149,43082,10.0
265,4144,43082,9.3
266,4143,43082,10.0
267,4142,43082,10.0
268,4124,43082,10.0
269,4121,43082,10.0
270,4027,43082,10.0
271,4025,43082,10.0
272,2426,43082,9.7
273,2081,43082,10.0
274,1914,43082,9.3
275,5394,39895,9.3
276,5387,39895,9.3
277,5349,39895,10.0
278,5347,39895,10.0
279,5312,39895,10.0
280,5301,39895,9.0
281,5290,39895,8.7
282,5286,39895,8.7
283,5274,39895,9.0
284,5270,39895,9.7
285,5245,39895,10.0
286,5235,39895,9.7
287,5234,39895,2.3
288,5223,39895,9.0
289,5213,39895,10.0
290,5129,39895,9.7
291,5105,39895,9.7
292,5098,39895,9.3
293,5047,39895,8.7
294,4431,39895,4.7
295,4170,39895,9.7
296,4156,39895,10.0
297,4152,39895,9.0
298,4133,39895,9.7
299,4103,39895,9.7
300,4086,39895,9.3
301,4063,39895,9.3
302,4052,39895,9.7
303,4050,39895,10.0
304,3995,39895,9.3
305,3967,39895,10.0
306,3961,39895,9.7
307,3953,39895,9.3
308,3936,39895,9.3
309,3926,39895,9.0
310,3743,39895,9.3
311,3694,39895,9.0
312,3554,39895,10.0
313,3551,39895,10.0
314,3547,39895,10.0
315,3546,39895,10.0
316,3541,39895,10.0
317,3540,39895,10.0
318,3538,39895,10.0
319,3537,39895,10.0
320,3534,39895,10.0
321,3533,39895,10.0
322,3532,39895,10.0
323,3531,39895,10.0
324,3530,39895,10.0
325,3526,39895,10.0
326,3525,39895,10.0
327,2846,39895,2.7
328,1600,39895,6.0
329,642,39895,9.3
330,633,39895,10.0
331,615,39895,10.0
332,5305,30572,8.7
333,4933,30572,10.0
334,3822,30572,8.7
335,5101,30572,10.0
336,5061,30572,5.0
337,4933,30572,10.0
338,4365,30572,8.0
339,2185,30572,8.7
340,4348,30572,10.0
341,4271,30572,9.3
342,4150,30572,9.7
343,4109,30572,10.0
344,4055,30572,10.0
345,4014,30572,10.0
346,3873,30572,9.7
347,3872,30572,10.0
348,779,30572,10.0
349,3822,30572,9.3
350,3775,30572,10.0
351,3721,30572,10.0
352,3691,30572,9.3
353,3684,30572,10.0
354,2252,30572,9.7
355,3644,30572,10.0
356,3638,30572,10.0
357,3598,30572,10.0
358,3587,30572,10.0
359,3575,30572,10.0
360,3558,30572,10.0
361,3500,30572,10.0
362,3050,30572,9.7
363,2999,30572,9.7
364,2950,30572,9.0
365,2861,30572,9.3
366,2843,30572,10.0
367,2615,30572,9.3
368,2593,30572,10.0
369,2560,30572,9.0
370,2528,30572,10.0
371,2484,30572,9.3
372,2460,30572,8.3
373,2454,30572,10.0
374,2413,30572,9.3
375,2318,30572,10.0
376,2321,30572,8.0
377,2320,30572,9.3
378,2313,30572,10.0
379,2288,30572,10.0
380,1624,30572,9.3
381,2209,30572,9.3
382,2170,30572,10.0
383,2153,30572,10.0
384,1850,30572,9.7
385,1689,30572,1.0
386,1519,30572,10.0
387,1448,30572,10.0
388,1355,30572,9.7
389,1354,30572,10.0
390,1311,30572,10.0
391,1080,30572,10.0
392,1005,30572,1.0
393,298,30572,10.0
394,805,30572,10.0
395,798,30572,10.0
396,799,30572,10.0
397,803,30572,9.7
398,802,30572,8.7
399,800,30572,10.0
400,781,30572,10.0
401,500,30572,9.3
402,136,30572,9.3
403,105,30572,6.7
404,99,30572,9.0
405,5077,47595,10.0
406,5073,47595,10.0
407,5072,47595,10.0
408,5068,47595,8.7
409,5062,47595,10.0
410,5059,47595,10.0
411,5055,47595,10.0
412,5051,47595,9.0
413,5048,47595,10.0
414,5046,47595,10.0
415,5045,47595,9.3
416,5043,47595,10.0
417,4934,47595,10.0
418,4927,47595,10.0
419,4923,47595,10.0
420,4919,47595,5.7
421,4901,47595,6.0
422,4884,47595,3.7
423,4874,47595,9.3
424,3768,47595,9.0
425,4815,47595,5.7
426,5419,39360,9.7
427,4362,39360,9.3
428,4733,39360,9.0
429,3438,39360,9.7
430,3438,39360,10.0
431,2618,39360,9.7
432,1986,39360,9.0
433,1981,39360,8.0
434,4503,46867,9.3
435,4353,46867,10.0
436,4327,46867,10.0
437,4355,41985,10.0
438,1855,41985,10.0
439,4658,47403,10.0
440,4615,47403,9.7
441,4864,45325,9.0
442,4758,45325,8.5
443,4757,45325,10.0
444,4064,45325,8.5
445,3768,45325,8.5
446,1619,45325,9.7
447,3359,45325,9.0
448,3871,45325,4.3
449,2450,45325,9.7
450,3748,45325,9.0
451,3972,39749,9.7
452,2158,39749,6.0
453,5401,48195,10.0
454,3649,37847,10.0
455,951,37847,2.0
456,3951,41237,10.0
457,2184,41237,8.0
458,1375,41237,1.0
459,5321,35502,2.3
460,3246,35502,9.7
461,2927,35502,5.7
462,928,35502,9.0
463,370,35502,9.7
464,369,35502,10.0
465,2158,38022,6.3
466,3440,39167,10.0
467,1663,39167,2.3
468,2407,38510,6.0
469,2158,38510,6.3
470,437,38510,8.0
471,2812,35630,9.0
472,2158,35630,6.0
473,2158,30731,6.0
474,2134,30731,10.0
475,3761,37956,4.0
476,302,37956,10.0
477,5258,30878,6.0
478,4438,30878,3.0
479,3182,30878,10.0
480,108,30878,5.7
481,102,30878,7.3
482,4558,45307,9.3
483,3772,45307,10.0
484,3724,45307,1.0
485,1935,40303,9.0
486,2695,40303,7.3
487,1983,40303,8.3
488,1980,40303,7.3
489,1851,40303,3.0
490,1218,40303,3.7
491,1887,35564,6.7
492,1569,35564,6.3
493,1803,35564,8.0
494,1766,35564,8.3
495,1763,35564,7.0
496,5186,30777,10.0
497,3658,30777,2.3
498,68,30777,9.3
499,43,30777,8.3
500,4871,39076,1.0
501,3581,39076,1.0
502,2865,39076,10.0
503,1883,39076,7.3
504,1561,39076,8.7
505,1741,39076,8.7
506,1564,39076,8.7
507,1737,39076,9.0
508,3228,37981,9.3
509,1424,37981,5.3
510,105,35523,7.7
511,125,35523,8.0
512,144,35523,7.0
513,2870,30719,4.0
514,1084,30719,7.3
515,1100,30719,8.3
516,1098,30719,8.0
517,1102,30719,8.3
518,1101,30719,8.7
519,1099,30719,8.3
520,1003,31779,8.0
521,1012,31779,8.0
522,513,31779,6.3
523,374,31779,8.0
524,318,31779,6.7
525,3466,40942,8.0
526,3431,40942,8.0
527,3411,40942,7.7
528,3398,40942,8.0
529,3374,40942,8.0
530,2885,40942,9.3
531,25,40942,5.7
532,577,40942,9.7
533,759,40942,10.0
534,957,40942,8.7
535,956,40942,8.3
536,1986,30691,7.3
537,1981,30691,7.0
538,164,30691,8.0
539,3338,37126,5.7
540,409,37126,10.0
541,396,37126,10.0
542,391,37126,10.0
543,170,37126,1.0
544,4033,39511,9.0
545,2828,39511,8.3
546,2158,39511,6.7
547,3471,42402,2.0
548,2388,42402,10.0
549,1922,42402,10.0
550,1395,41691,8.3
551,1158,41691,7.7
552,1786,41691,8.3
553,1780,41691,7.7
554,3419,39077,7.0
555,511,39077,8.7
556,495,39077,8.7
557,472,39077,7.7
558,2988,43201,8.3
559,2333,43201,7.7
560,3202,38507,2.7
561,2158,38507,7.3
562,1495,38507,8.7
563,1350,38507,9.0
564,1232,38507,9.7
565,1178,38507,5.7
566,894,38507,9.3
567,876,38507,9.7
568,807,38507,8.7
569,556,38507,10.0
570,551,38507,9.0
571,4858,30631,10.0
572,4079,30631,8.7
573,271,30631,8.7
574,2422,30631,6.3
575,2389,30631,3.7
576,2385,30631,5.0
577,2178,30631,1.0
578,847,30631,9.0
579,742,30631,9.3
580,363,30631,10.0
581,154,30631,8.0
582,33,30631,8.0
583,5574,38501,5.7
584,4483,38501,2.3
585,4483,38501,2.3
586,4227,38501,1.0
587,3784,38501,4.5
588,2612,38501,9.7
589,2522,38501,9.7
590,2425,38501,7.0
591,2412,38501,9.0
592,2158,38501,6.3
593,1854,38501,10.0
594,1725,38501,3.0
595,1243,38501,6.7
596,1015,38501,10.0
597,813,38501,6.7
598,724,38501,10.0
599,698,38501,10.0
600,692,38501,10.0
601,658,38501,7.3
602,596,38501,8.0
603,4729,44568,10.0
604,4571,44568,3.3
605,4039,44568,9.3
606,1387,32795,9.0
607,401,32795,7.7
608,46,32795,8.0
609,4012,42299,5.7
610,3888,42299,5.3
611,1661,42299,9.3
612,1484,42299,10.0
613,1517,30545,9.3
614,122,30545,7.3
615,104,30545,7.3
616,87,30545,8.0
617,64,30545,8.3
618,361,32869,9.0
619,36,32869,7.7
620,521,30629,8.3
621,234,30629,8.0
622,230,30629,7.7
623,3491,39847,4.7
624,2808,39847,9.7
625,1873,39847,10.0
626,1835,39847,4.3
627,762,39847,10.0
628,647,39847,10.0
629,640,39847,9.3
630,1320,39464,8.3
631,1319,39464,8.3
632,1317,39464,8.7
633,1301,39464,8.3
634,1300,39464,8.3
635,3552,42039,1.7
636,2704,42039,10.0
637,2673,42039,10.0
638,2634,42039,10.0
639,2601,42039,10.0
640,3302,44179,8.3
641,2903,44179,8.3
642,1619,47098,8.0
643,487,30770,8.0
644,495,30770,9.0
645,3184,37109,5.0
646,1390,37109,9.0
647,205,37109,9.0
648,175,37109,10.0
649,4255,30612,5.5
650,4056,30612,5.3
651,3000,30612,5.0
652,2695,30612,8.0
653,2503,30612,8.7
654,2502,30612,8.0
655,853,30612,7.0
656,2294,30612,8.0
657,2293,30612,7.7
658,2238,30612,7.7
659,2237,30612,7.3
660,2158,30612,6.3
661,2504,30612,9.0
662,2505,30612,9.0
663,1413,30612,9.3
664,961,30612,9.3
665,621,30612,8.7
666,103,30612,7.7
667,92,30612,6.7
668,33,30612,6.7
669,3518,43204,7.3
670,3515,43204,10.0
671,3295,43204,3.0
672,4769,47583,10.0
673,3529,37661,8.3
674,19,37661,8.0
675,117,37661,9.7
676,120,37661,8.0
677,100,37661,9.7
678,2985,44224,5.5
679,3350,44609,7.7
680,3402,42426,10.0
681,4490,46719,8.7
682,4604,45219,5.7
683,3955,45959,10.0
684,3938,46543,10.0
685,3933,46543,9.7
686,3928,46543,10.0
687,3651,46543,10.0
688,3886,46543,10.0
689,3878,46543,10.0
690,3382,45732,9.3
691,5225,46241,1.0
692,5089,46241,4.3
693,4867,46241,6.0
694,5032,43863,4.3
695,5032,43863,5.7
696,4340,43863,2.7
697,4275,43863,1.0
698,2761,43863,2.7
699,5130,44695,1.0
700,3725,44695,5.0
701,207,46259,10.0
702,3922,46259,1.0
703,3864,46259,3.3
704,3765,46259,1.0
705,2901,42435,3.0
706,3023,42435,9.3
707,2614,42435,1.0
708,2434,42435,5.0
709,2323,42435,1.0
710,1755,42435,10.0
711,1708,42435,1.0
712,1701,42435,8.0
713,1646,42435,4.0
714,23,42435,1.0
715,1631,42435,8.7
716,1604,42435,3.0
717,2158,30594,5.3
718,1679,40121,9.5
719,1238,40121,1.0
720,2936,38333,10.0
721,444,38333,1.0
722,3481,33577,1.0
723,3159,33577,1.0
724,3038,33577,10.0
725,1956,33577,9.7
726,938,33577,7.3
727,1149,33577,8.0
728,1130,33577,9.0
729,1148,33577,8.3
730,1150,33577,9.0
731,232,30502,9.0
732,106,30502,8.0
733,2730,36253,4.3
734,2004,36253,7.0
735,5456,42985,1.0
736,3880,42985,10.0
737,3870,42985,10.0
738,2879,42985,1.0
739,3450,42985,5.3
740,2341,42985,8.3
741,1925,42985,10.0
742,1924,42985,10.0
743,1892,42985,10.0
744,2553,42103,8.0
745,2552,42103,8.3
746,2050,42103,8.0
747,2052,42103,8.7
748,1934,42103,9.7
749,4322,46905,10.0
750,4317,46905,10.0
751,4290,46905,3.3
752,4130,46905,10.0
753,570,32728,10.0
754,434,32728,9.7
755,326,32728,8.0
756,3019,44604,7.3
757,2855,44604,10.0
758,5303,46635,4.0
759,5099,46635,4.0
760,5087,46635,9.7
761,5082,46635,10.0
762,4401,46635,5.0
763,4401,46635,5.0
764,3324,44301,9.0
765,2648,44301,9.3
766,2671,44301,8.3
767,4604,43531,10.0
768,3380,43531,3.0
769,2531,43531,8.0
770,2989,43531,8.0
771,3146,30711,7.0
772,2844,30711,6.3
773,2265,30711,10.0
774,1092,30711,8.0
775,1075,30711,8.0
776,1134,30711,8.0
777,1127,30711,7.7
778,1126,30711,7.7
779,3642,33990,8.0
780,71,33990,9.0
781,16,36154,9.0
782,2290,42580,7.0
783,1860,42580,10.0
784,1857,42580,10.0
785,3361,43048,10.0
786,3342,43048,10.0
787,2390,43048,6.3
788,2811,30528,6.7
789,123,30528,10.0
790,106,30528,8.0
791,81,30528,9.3
792,61,30528,8.3
793,5164,46204,1.0
794,4830,46204,10.0
795,3940,46204,5.7
796,3931,46204,2.7
797,3698,46204,9.0
798,1947,30709,9.3
799,1700,30709,9.3
800,757,30709,9.7
801,347,30709,8.7
802,301,30709,10.0
803,4093,41723,10.0
804,2579,41723,9.3
805,1834,41723,8.3
806,4193,35832,10.0
807,4192,35832,10.0
808,4190,35832,10.0
809,4189,35832,10.0
810,4187,35832,10.0
811,4184,35832,9.3
812,4183,35832,10.0
813,4182,35832,10.0
814,2158,35832,5.7
815,1324,35832,8.0
816,1314,35832,7.3
817,1289,35832,7.3
818,1308,35832,7.7
819,1288,35832,8.0
820,5489,30590,7.7
821,4068,30590,4.7
822,3812,30590,2.0
823,2738,30590,10.0
824,2373,30590,8.7
825,2490,30590,8.0
826,2491,30590,8.3
827,2328,30590,9.0
828,2274,30590,7.7
829,2275,30590,7.7
830,2220,30590,7.3
831,2225,30590,7.7
832,2107,30590,8.3
833,618,30590,8.7
834,2106,30590,7.7
835,2024,30590,9.3
836,2026,30590,9.0
837,809,30590,10.0
838,470,30590,6.7
839,326,30590,9.0
840,144,30590,7.3
841,119,30590,6.3
842,90,30590,5.7
843,3754,32605,9.7
844,3306,32605,10.0
845,3307,32605,10.0
846,1829,32605,10.0
847,1817,32605,8.0
848,1008,32605,10.0
849,1721,39121,10.0
850,1468,39121,10.0
851,1400,39121,10.0
852,1338,39121,10.0
853,1267,39121,10.0
854,1143,39121,10.0
855,1058,39121,10.0
856,892,39121,10.0
857,842,39121,9.7
858,695,39121,8.3
859,534,39121,9.7
860,3126,41444,10.0
861,3124,41444,10.0
862,2799,41444,10.0
863,2716,41444,9.0
864,2715,41444,10.0
865,1240,41444,9.3
866,3771,44864,10.0
867,3191,44864,9.0
868,3084,44864,9.7
869,2902,38875,10.0
870,789,38875,9.3
871,934,38875,10.0
872,929,38875,10.0
873,925,38875,10.0
874,920,38875,10.0
875,919,38875,10.0
876,916,38875,10.0
877,915,38875,9.3
878,4362,45021,9.0
879,3173,45021,9.0
880,4120,40301,10.0
881,1954,43178,10.0
882,3732,45336,10.0
883,4604,41885,10.0
884,4673,45652,10.0
885,3436,45652,10.0
886,3565,45236,1.0
887,4013,45257,10.0
888,4354,43828,1.0
889,3140,43828,1.0
890,3486,45129,9.3
891,3413,45129,10.0
892,3544,45677,4.7
893,3173,45677,9.3
894,415,45695,5.7
895,4769,45215,10.0
896,3545,45299,6.7
897,3905,38664,8.3
898,4626,45216,10.0
899,5231,43259,5.3
900,3643,45692,10.0
901,2700,43958,10.0
902,3233,43617,1.7
903,4090,44095,9.3
904,3686,45961,10.0
905,5032,45319,9.0
906,5032,45319,8.3
907,4128,39456,1.0
908,3564,44492,2.3
909,1091,37322,4.0
910,4651,39653,8.3
911,1152,39653,10.0
912,4967,47749,10.0
913,3426,41989,2.7
914,3292,42869,6.0
915,5057,46188,10.0
916,3133,43081,7.0
917,546,38985,10.0
918,5190,48123,7.3
919,2892,38914,5.0
920,3462,45372,1.0
921,673,39939,10.0
922,1388,39135,10.0
923,3902,41445,4.7
924,722,39039,10.0
925,3718,39050,1.0
926,1839,40197,4.7
927,3935,45328,9.3
928,5473,43770,10.0
929,2703,43770,9.7
930,31,36903,8.3
931,4596,47223,10.0
932,3972,42096,9.3
933,4634,45773,10.0
934,4286,46730,9.3
935,3672,39267,7.7
936,175,35870,7.3
937,2253,39999,10.0
938,3733,46414,9.7
939,4362,44908,9.7
940,2918,44505,2.0
941,4453,47042,2.3
942,1040,39366,10.0
943,1038,39366,10.0
944,1358,39218,8.7
945,2399,43768,10.0
946,860,39020,10.0
947,57,37336,8.0
948,2724,44222,5.3
949,1473,30899,8.5
950,2287,42981,10.0
951,5032,43851,7.7
952,219,37324,10.0
953,1082,36581,10.0
954,3522,44023,9.7
955,5361,46818,8.7
956,5028,37130,9.0
957,2080,40379,4.7
958,1384,37493,9.0
959,1369,37493,8.7
960,1331,37493,9.7
961,77,37493,8.0
962,160,37493,4.5
963,3288,42375,10.0
964,1553,42375,7.0
965,1556,42375,7.3
966,1546,42375,6.3
967,1533,42375,6.7
968,1568,42375,6.7
969,3579,37338,1.0
970,2158,37338,6.3
971,1611,37338,8.3
972,1285,37338,1.0
973,8,37338,8.0
974,760,37338,8.0
975,451,37338,9.0
976,494,37338,8.3
977,2158,36156,6.7
978,3251,43876,10.0
979,2935,43876,2.3
980,2158,36090,6.0
981,2158,31189,6.0
982,273,31189,8.7
983,2913,40609,4.7
984,2254,40609,10.0
985,987,40609,1.7
986,2158,32918,5.3
987,232,32918,7.3
988,3920,40043,10.0
989,1255,40043,2.5
990,693,40043,8.7
991,2158,33611,6.0
992,3198,44116,10.0
993,1748,33962,9.7
994,1016,40162,9.0
995,1885,40535,9.0
996,4931,39054,10.0
997,936,41310,10.0
998,1659,41977,6.0
999,267,37791,8.0
1000,5342,47181,10.0
1001,5275,47181,8.0
1002,5246,47181,10.0
1003,4911,47181,2.3
1004,290,35020,8.7
1005,5422,46002,5.0
1006,3480,45136,9.7
1007,3309,45136,10.0
1008,3301,45136,10.0
1009,2631,40976,9.0
1010,862,40976,10.0
1011,3080,44613,10.0
1012,4704,44613,10.0
1013,4,44613,5.7
1014,2909,44613,10.0
1015,2960,43040,5.0
1016,2180,43040,10.0
1017,1997,43040,10.0
1018,1996,43040,10.0
1019,1927,43040,10.0
1020,1911,43040,9.5
1021,1906,43040,9.0
1022,1905,43040,9.0
1023,1903,43040,9.7
1024,1902,43040,10.0
1025,1667,31446,10.0
1026,455,31446,9.0
1027,1565,42377,8.3
1028,1561,42377,7.7
1029,1562,42377,8.0
1030,1555,42377,8.3
1031,1279,42377,7.7
1032,2158,35762,6.0
1033,1113,35762,7.3
1034,2158,41756,5.7
1035,2061,41756,10.0
1036,3608,46180,10.0
1037,4180,39306,4.0
1038,549,39306,8.7
1039,358,39306,10.0
1040,350,39306,9.7
1041,2450,38869,9.7
1042,1196,32149,7.7
1043,1192,32149,8.7
1044,1195,32149,7.7
1045,553,32149,9.0
1046,376,32149,8.3
1047,239,35490,9.3
1048,4913,46708,5.0
1049,4833,46708,2.7
1050,4057,46708,10.0
1051,5185,31301,9.7
1052,1813,31301,5.0
1053,259,31301,8.0
1054,2338,43015,7.7
1055,2255,43015,7.0
1056,2193,43015,7.3
1057,2167,43015,7.0
1058,2082,43015,8.0
1059,2038,43015,8.3
1060,2010,43015,8.0
1061,1995,43015,8.7
1062,3845,44404,3.0
1063,3278,44404,10.0
1064,2789,44404,10.0
1065,2788,44404,10.0
1066,2783,44404,10.0
1067,2782,44404,10.0
1068,2781,44404,10.0
1069,2780,44404,10.0
1070,2779,44404,9.3
1071,2776,44404,10.0
1072,3722,37873,9.3
1073,1222,37873,6.7
1074,4914,40997,4.0
1075,3242,40997,3.7
1076,2622,40997,3.0
1077,1432,40997,10.0
1078,1951,42433,10.0
1079,1825,42433,1.7
1080,1981,42101,8.0
1081,1985,42101,8.3
1082,4717,43085,1.3
1083,4512,43085,3.3
1084,3801,43085,5.3
1085,3801,43085,6.0
1086,2900,31033,1.0
1087,1874,31033,6.0
1088,163,31033,9.7
1089,2158,34056,6.0
1090,1664,34056,9.7
1091,4309,39486,8.7
1092,4234,39486,8.0
1093,4017,39486,1.0
1094,1336,39486,2.7
1095,3613,31532,1.0
1096,321,31532,9.7
1097,773,32985,1.0
1098,302,32985,9.0
1099,2769,42127,1.0
1100,2243,42127,10.0
1101,4624,46790,7.7
1102,4599,46790,2.0
1103,4070,31758,9.0
1104,3344,31758,1.0
1105,2158,31758,6.0
1106,1567,40064,3.0
1107,1376,40064,10.0
1108,2158,41719,6.7
1109,1838,41719,4.5
1110,3188,33623,3.7
1111,2017,33623,9.7
1112,4841,43234,6.7
1113,4479,43234,9.0
1114,5028,40298,9.0
1115,4715,40298,2.3
1116,752,40298,5.5
1117,3576,38716,10.0
1118,1548,38716,1.5
1119,1037,38716,8.3
1120,526,38716,4.7
1121,3167,32696,2.3
1122,1415,32696,10.0
1123,995,32696,10.0
1124,3319,41090,5.0
1125,1108,41090,8.0
1126,1134,41090,7.7
1127,1169,41090,8.7
1128,1135,41090,8.0
1129,1190,41090,7.7
1130,5582,38842,10.0
1131,2199,38842,8.7
1132,2895,38842,9.0
1133,2235,38842,2.7
1134,2161,38842,10.0
1135,1707,38842,9.7
1136,1653,38842,7.7
1137,1642,38842,9.3
1138,4216,37676,5.3
1139,3242,37676,7.0
1140,2120,37676,5.7
1141,1859,37676,1.3
1142,588,37676,7.7
1143,591,37676,9.0
1144,616,37676,8.7
1145,586,37676,8.3
1146,166,37676,10.0
1147,6,31312,8.0
1148,5557,41206,10.0
1149,5556,41206,10.0
1150,850,41206,6.7
1151,1564,41206,8.7
1152,1739,41206,7.7
1153,1719,41206,8.3
1154,1768,41206,9.3
1155,1549,42378,7.7
1156,1569,42378,8.3
1157,1568,42378,8.0
1158,1556,42378,8.3
1159,1566,42378,8.0
1160,1024,32580,8.7
1161,971,32580,8.3
1162,1123,32580,8.7
1163,786,32580,4.7
1164,62,32580,9.0
1165,4604,34017,6.7
1166,804,34017,9.3
1167,1112,37750,8.3
