id,title
1,Пиццерия
2,Ресторан
3,Кафе
4,Кофейня
5,Бар
6,Кондитерская
7,Корнер
8,Бургерная
9,Клуб
10,Гастробар
11,Винотека
12,Кальянная
13,Служба доставки
14,Паб
15,Рюмочная
16,Банкетный зал
17,Ресторанный комплекс
18,Лофт
19,Лаунж
20,
21,Кулинария
22,Спортбар
23,Стейк-хаус
24,Пекарня
25,Семейный ресторан
26,Премиум-ресторан
27,Кейтеринг
